name,ra,dec
Holy Kettle,"[202.107555, 199.19382000000002, 199.19382000000002, 199.40118]","[13.778787, 9.424156, 9.424156, 5.469869]"
Farm of Capital City,"[210.411645, 203.53305]","[1.544532, 3.658967]"
Dignity of King,"[203.6733, 201.298245, 202.99119, 201.13845]","[-0.59582, -11.161322, -6.255816, -5.16401]"
Nomination,"[197.48746500000001, 197.48746500000001]","[-5.53901, -5.53901]"
Gate of Sky,"[201.86319, 198.01476]","[-15.973578, -16.198601]"
Equality,"[199.730385, 197.263635]","[-23.171512, -23.11807]"
Helper,"[208.671165, 206.81565, 206.81565, 207.369345]","[18.397717, 17.456906, 17.456906, 15.797905]"
Helper,"[221.31025499999998, 220.18152, 220.18152, 220.2873]","[16.96428, 16.418324, 16.418324, 13.7283]"
Position of Holy King,"[213.91545, 213.91545]","[19.18241, 19.18241]"
Neck of Dragon,"[217.05057000000002, 214.00362, 214.00362, 213.22393499999998, 213.22393499999998, 214.77747]","[-2.227957, -6.000547, -6.000547, -10.273702, -10.273702, -13.371095]"
Beheading,"[207.46786500000002, 209.629785, 209.629785, 211.592895, 211.592895, 213.191775, 213.191775, 215.77413, 215.77413, 217.04346]","[-18.134168, -24.972249, -24.972249, -26.682361, -26.682361, -27.261186, -27.261186, -27.754017, -27.754017, -29.491638]"
Judge,"[211.670925, 218.87679]","[-36.369954, -42.157824]"
Flutting Flag,"[218.01954, 218.01954]","[38.308253, 38.308253]"
Javelin of Sky,"[221.24676, 218.67, 218.67, 217.9575]","[27.074222, 29.74513, 29.74513, 30.371437]"
Seat for Longevity,"[216.614025, 212.599725, 212.599725, 207.42846]","[19.2269, 25.091677, 25.091677, 21.264105]"
Oar for visitor,"[213.71187, 215.84457, 215.84457, 216.04726499999998, 216.04726499999998, 213.06585, 213.06585, 210.98232000000002, 210.98232000000002, 210.335115, 210.335115, 213.71187]","[10.10061, 8.446617, 8.446617, 5.820131, 5.820131, 2.409433, 2.409433, 4.900973, 4.900973, 8.894906, 8.894906, 10.10061]"
Milk of Sky,"[237.40503, 237.40503]","[-3.430208, -3.430208]"
House of Queen,"[229.251735, 233.881575, 233.881575, 228.05538, 228.05538, 222.719655]","[-9.382917, -14.789537, -14.789537, -19.79171, -19.79171, -16.041778]"
Ancient Chariot,"[226.017585, 229.45767, 229.45767, 222.572205]","[-25.281965, -30.148673, -30.148673, -27.960371]"
Carriage for King,"[234.25605, 234.66405]","[-28.135079, -29.777754]"
General of Cavalry,"[220.482345, 220.482345]","[-47.3882, -47.3882]"
Cavalry of Emperor,"[186.649665, 185.340465, 185.340465, 187.791435, 187.791435, 182.08965, 182.08965, 187.009965, 187.009965, 190.379565, 190.379565, 204.97194000000002, 204.97194000000002, 215.081445, 215.081445, 215.081445, 215.081445, 215.654565, 215.654565, 193.6485, 191.930385, 187.791435, 187.791435, 183.786405, 204.97194000000002, 210.43122, 210.43122, 209.669805, 209.669805, 207.404145, 207.404145, 200.14944, 200.14944, 198.013515, 198.013515, 193.359105, 193.359105, 190.379565, 193.359105, 190.379565, 215.081445, 228.0714, 228.0714, 227.98377000000002, 227.98377000000002, 229.633455, 215.654565, 229.37875499999998]","[-63.099092, -60.401147, -60.401147, -57.113212, -57.113212, -50.722425, -50.722425, -50.230635, -50.230635, -48.959888, -48.959888, -53.466394, -53.466394, -56.386497, -56.386497, -56.386497, -56.386497, -58.459117, -58.459117, -57.177924, -59.688764, -57.113212, -57.113212, -58.748928, -53.466394, -45.603421, -45.603421, -44.803584, -44.803584, -42.473732, -42.473732, -36.712295, -36.712295, -37.803022, -37.803022, -40.178872, -40.178872, -48.959888, -40.178872, -48.959888, -56.386497, -52.099247, -52.099247, -48.737819, -48.737819, -47.875272, -58.459117, -58.801208]"
General of Mobile Troops,"[219.911475, 220.62738, 220.62738, 210.955935, 210.955935, 219.911475]","[-60.833976, -64.975138, -64.975138, -60.373039, -60.373039, -60.833976]"
